month,sku_id,geography_id,distributor_id,channel,units_sold,gross_revenue_inr,discount_inr,net_revenue_inr,cogs_inr,gross_margin_inr,gross_margin_pct
2024-05-01,NB-GR-CHO-250,GEO-S-002,DST-S-GT-01,General Trade,928,167040.0,13363.2,153676.8,101894.4,51782.4,33.7
2024-05-01,NB-GR-CHO-250,GEO-S-002,DST-S-MT-01,Modern Trade,627,112860.0,13543.2,99316.8,68844.6,30472.2,30.68
2024-05-01,NB-GR-CHO-250,GEO-S-002,DST-S-EC-01,E-commerce,425,76500.0,11475.0,65025.0,46665.0,18360.0,28.24
2024-05-01,NB-GR-CHO-250,GEO-W-001,DST-W-GT-01,General Trade,791,142380.0,11390.4,130989.6,86851.8,44137.8,33.7
2024-05-01,NB-GR-CHO-250,GEO-W-001,DST-W-MT-01,Modern Trade,587,105660.0,12679.2,92980.8,64452.6,28528.2,30.68
2024-05-01,NB-GR-CHO-250,GEO-W-001,DST-W-EC-01,E-commerce,403,72540.0,10881.0,61659.0,44249.4,17409.6,28.24
2024-05-01,NB-GR-CHO-250,GEO-W-002,DST-W-GT-01,General Trade,813,146340.0,11707.2,134632.8,89267.4,45365.4,33.7
2024-05-01,NB-GR-CHO-250,GEO-W-002,DST-W-MT-01,Modern Trade,645,116100.0,13932.0,102168.0,70821.0,31347.0,30.68
2024-05-01,NB-GR-CHO-250,GEO-W-002,DST-W-EC-01,E-commerce,383,68940.0,10341.0,58599.0,42053.4,16545.6,28.24
2024-05-01,NB-GR-CHO-250,GEO-N-001,DST-N-GT-01,General Trade,769,138420.0,11073.6,127346.4,84436.2,42910.2,33.7
2024-05-01,NB-GR-CHO-250,GEO-N-001,DST-N-MT-01,Modern Trade,549,98820.0,11858.4,86961.6,60280.2,26681.4,30.68
2024-05-01,NB-GR-CHO-250,GEO-N-001,DST-N-EC-01,E-commerce,366,65880.0,9882.0,55998.0,40186.8,15811.2,28.24
2024-05-01,NB-GR-CHO-250,GEO-N-002,DST-N-GT-01,General Trade,726,130680.0,10454.4,120225.6,79714.8,40510.8,33.7
2024-05-01,NB-GR-CHO-250,GEO-N-002,DST-N-MT-01,Modern Trade,546,98280.0,11793.6,86486.4,59950.8,26535.6,30.68
2024-05-01,NB-GR-CHO-250,GEO-N-002,DST-N-EC-01,E-commerce,353,63540.0,9531.0,54009.0,38759.4,15249.6,28.24
2024-05-01,NB-GR-CHO-250,GEO-E-001,DST-E-GT-01,General Trade,627,112860.0,9028.8,103831.2,68844.6,34986.6,33.7
2024-05-01,NB-GR-CHO-250,GEO-E-001,DST-E-MT-01,Modern Trade,493,88740.0,10648.8,78091.2,54131.4,23959.8,30.68
2024-05-01,NB-GR-CHO-250,GEO-E-001,DST-E-EC-01,E-commerce,319,57420.0,8613.0,48807.0,35026.2,13780.8,28.24
2024-05-01,NB-GR-CHO-250,GEO-E-002,DST-E-GT-01,General Trade,664,119520.0,9561.6,109958.4,72907.2,37051.2,33.7
2024-05-01,NB-GR-CHO-250,GEO-E-002,DST-E-MT-01,Modern Trade,509,91620.0,10994.4,80625.6,55888.2,24737.4,30.68
2024-05-01,NB-GR-CHO-250,GEO-E-002,DST-E-EC-01,E-commerce,329,59220.0,8883.0,50337.0,36124.2,14212.8,28.24
2024-05-01,NB-GR-HON-500,GEO-S-001,DST-S-GT-01,General Trade,640,204800.0,16384.0,188416.0,124928.0,63488.0,33.7
2024-05-01,NB-GR-HON-500,GEO-S-001,DST-S-MT-01,Modern Trade,488,156160.0,18739.2,137420.8,95257.6,42163.2,30.68
2024-05-01,NB-GR-HON-500,GEO-S-001,DST-S-EC-01,E-commerce,304,97280.0,14592.0,82688.0,59340.8,23347.2,28.24
2024-05-01,NB-GR-HON-500,GEO-S-002,DST-S-GT-01,General Trade,650,208000.0,16640.0,191360.0,126880.0,64480.0,33.7
2024-05-01,NB-GR-HON-500,GEO-S-002,DST-S-MT-01,Modern Trade,469,150080.0,18009.6,132070.4,91548.8,40521.6,30.68
2024-05-01,NB-GR-HON-500,GEO-S-002,DST-S-EC-01,E-commerce,332,106240.0,15936.0,90304.0,64806.4,25497.6,28.24
2024-05-01,NB-GR-HON-500,GEO-W-001,DST-W-GT-01,General Trade,614,196480.0,15718.4,180761.6,119852.8,60908.8,33.7
2024-05-01,NB-GR-HON-500,GEO-W-001,DST-W-MT-01,Modern Trade,444,142080.0,17049.6,125030.4,86668.8,38361.6,30.68
2024-05-01,NB-GR-HON-500,GEO-W-001,DST-W-EC-01,E-commerce,304,97280.0,14592.0,82688.0,59340.8,23347.2,28.24
2024-05-01,NB-GR-HON-500,GEO-W-002,DST-W-GT-01,General Trade,552,176640.0,14131.2,162508.8,107750.4,54758.4,33.7
2024-05-01,NB-GR-HON-500,GEO-W-002,DST-W-MT-01,Modern Trade,412,131840.0,15820.8,116019.2,80422.4,35596.8,30.68
2024-05-01,NB-GR-HON-500,GEO-W-002,DST-W-EC-01,E-commerce,300,96000.0,14400.0,81600.0,58560.0,23040.0,28.24
2024-05-01,NB-GR-HON-500,GEO-N-001,DST-N-GT-01,General Trade,550,176000.0,14080.0,161920.0,107360.0,54560.0,33.7
2024-05-01,NB-GR-HON-500,GEO-N-001,DST-N-MT-01,Modern Trade,410,131200.0,15744.0,115456.0,80032.0,35424.0,30.68
2024-05-01,NB-GR-HON-500,GEO-N-001,DST-N-EC-01,E-commerce,250,80000.0,12000.0,68000.0,48800.0,19200.0,28.24
2024-05-01,NB-GR-HON-500,GEO-N-002,DST-N-GT-01,General Trade,548,175360.0,14028.8,161331.2,106969.6,54361.6,33.7
2024-05-01,NB-GR-HON-500,GEO-N-002,DST-N-MT-01,Modern Trade,439,140480.0,16857.6,123622.4,85692.8,37929.6,30.68
2024-05-01,NB-GR-HON-500,GEO-N-002,DST-N-EC-01,E-commerce,272,87040.0,13056.0,73984.0,53094.4,20889.6,28.24
2024-05-01,NB-GR-HON-500,GEO-E-001,DST-E-GT-01,General Trade,485,155200.0,12416.0,142784.0,94672.0,48112.0,33.7
2024-05-01,NB-GR-HON-500,GEO-E-001,DST-E-MT-01,Modern Trade,350,112000.0,13440.0,98560.0,68320.0,30240.0,30.68
2024-05-01,NB-GR-HON-500,GEO-E-001,DST-E-EC-01,E-commerce,228,72960.0,10944.0,62016.0,44505.6,17510.4,28.24
2024-05-01,NB-GR-HON-500,GEO-E-002,DST-E-GT-01,General Trade,441,141120.0,11289.6,129830.4,86083.2,43747.2,33.7
2024-05-01,NB-GR-HON-500,GEO-E-002,DST-E-MT-01,Modern Trade,360,115200.0,13824.0,101376.0,70272.0,31104.0,30.68
2024-05-01,NB-GR-HON-500,GEO-E-002,DST-E-EC-01,E-commerce,239,76480.0,11472.0,65008.0,46652.8,18355.2,28.24
2024-05-01,NB-PB-CHO-6P,GEO-S-001,DST-S-GT-01,General Trade,503,135810.0,10864.8,124945.2,81486.0,43459.2,34.78
2024-05-01,NB-PB-CHO-6P,GEO-S-001,DST-S-MT-01,Modern Trade,387,104490.0,12538.8,91951.2,62694.0,29257.2,31.82
2024-05-01,NB-PB-CHO-6P,GEO-S-001,DST-S-EC-01,E-commerce,246,66420.0,9963.0,56457.0,39852.0,16605.0,29.41
2024-05-01,NB-PB-CHO-6P,GEO-S-002,DST-S-GT-01,General Trade,517,139590.0,11167.2,128422.8,83754.0,44668.8,34.78
2024-05-01,NB-PB-CHO-6P,GEO-S-002,DST-S-MT-01,Modern Trade,398,107460.0,12895.2,94564.8,64476.0,30088.8,31.82
2024-05-01,NB-PB-CHO-6P,GEO-S-002,DST-S-EC-01,E-commerce,236,63720.0,9558.0,54162.0,38232.0,15930.0,29.41
2024-05-01,NB-PB-CHO-6P,GEO-W-001,DST-W-GT-01,General Trade,513,138510.0,11080.8,127429.2,83106.0,44323.2,34.78
2024-05-01,NB-PB-CHO-6P,GEO-W-001,DST-W-MT-01,Modern Trade,381,102870.0,12344.4,90525.6,61722.0,28803.6,31.82
2024-05-01,NB-PB-CHO-6P,GEO-W-001,DST-W-EC-01,E-commerce,238,64260.0,9639.0,54621.0,38556.0,16065.0,29.41
2024-05-01,NB-PB-CHO-6P,GEO-W-002,DST-W-GT-01,General Trade,451,121770.0,9741.6,112028.4,73062.0,38966.4,34.78
2024-05-01,NB-PB-CHO-6P,GEO-W-002,DST-W-MT-01,Modern Trade,355,95850.0,11502.0,84348.0,57510.0,26838.0,31.82
2024-05-01,NB-PB-CHO-6P,GEO-W-002,DST-W-EC-01,E-commerce,252,68040.0,10206.0,57834.0,40824.0,17010.0,29.41
2024-05-01,NB-PB-CHO-6P,GEO-N-001,DST-N-GT-01,General Trade,403,108810.0,8704.8,100105.2,65286.0,34819.2,34.78
2024-05-01,NB-PB-CHO-6P,GEO-N-001,DST-N-MT-01,Modern Trade,331,89370.0,10724.4,78645.6,53622.0,25023.6,31.82
2024-05-01,NB-PB-CHO-6P,GEO-N-001,DST-N-EC-01,E-commerce,208,56160.0,8424.0,47736.0,33696.0,14040.0,29.41
2024-05-01,NB-PB-CHO-6P,GEO-N-002,DST-N-GT-01,General Trade,469,126630.0,10130.4,116499.6,75978.0,40521.6,34.78
2024-05-01,NB-PB-CHO-6P,GEO-N-002,DST-N-MT-01,Modern Trade,327,88290.0,10594.8,77695.2,52974.0,24721.2,31.82
2024-05-01,NB-PB-CHO-6P,GEO-N-002,DST-N-EC-01,E-commerce,221,59670.0,8950.5,50719.5,35802.0,14917.5,29.41
2024-05-01,NB-PB-CHO-6P,GEO-E-001,DST-E-GT-01,General Trade,407,109890.0,8791.2,101098.8,65934.0,35164.8,34.78
2024-05-01,NB-PB-CHO-6P,GEO-E-001,DST-E-MT-01,Modern Trade,316,85320.0,10238.4,75081.6,51192.0,23889.6,31.82
2024-05-01,NB-PB-CHO-6P,GEO-E-001,DST-E-EC-01,E-commerce,190,51300.0,7695.0,43605.0,30780.0,12825.0,29.41
2024-05-01,NB-PB-CHO-6P,GEO-E-002,DST-E-GT-01,General Trade,404,109080.0,8726.4,100353.6,65448.0,34905.6,34.78
2024-05-01,NB-PB-CHO-6P,GEO-E-002,DST-E-MT-01,Modern Trade,277,74790.0,8974.8,65815.2,44874.0,20941.2,31.82
2024-05-01,NB-PB-CHO-6P,GEO-E-002,DST-E-EC-01,E-commerce,200,54000.0,8100.0,45900.0,32400.0,13500.0,29.41
2024-06-01,FG-DW-LEM-500,GEO-S-001,DST-S-GT-01,General Trade,1313,150995.0,12079.6,138915.4,81537.3,57378.1,41.3
2024-06-01,FG-DW-LEM-500,GEO-S-001,DST-S-MT-01,Modern Trade,979,112585.0,13510.2,99074.8,60795.9,38278.9,38.64
2024-06-01,FG-DW-LEM-500,GEO-S-001,DST-S-EC-01,E-commerce,649,74635.0,11195.25,63439.75,40302.9,23136.85,36.47
2024-06-01,FG-DW-LEM-500,GEO-S-002,DST-S-GT-01,General Trade,1269,145935.0,11674.8,134260.2,78804.9,55455.3,41.3
2024-06-01,FG-DW-LEM-500,GEO-S-002,DST-S-MT-01,Modern Trade,1011,116265.0,13951.8,102313.2,62783.1,39530.1,38.64
2024-06-01,FG-DW-LEM-500,GEO-S-002,DST-S-EC-01,E-commerce,675,77625.0,11643.75,65981.25,41917.5,24063.75,36.47
2024-06-01,FG-DW-LEM-500,GEO-W-001,DST-W-GT-01,General Trade,1275,146625.0,11730.0,134895.0,79177.5,55717.5,41.3
2024-06-01,FG-DW-LEM-500,GEO-W-001,DST-W-MT-01,Modern Trade,873,100395.0,12047.4,88347.6,54213.3,34134.3,38.64
2024-06-01,FG-DW-LEM-500,GEO-W-001,DST-W-EC-01,E-commerce,602,69230.0,10384.5,58845.5,37384.2,21461.3,36.47
2024-06-01,FG-DW-LEM-500,GEO-W-002,DST-W-GT-01,General Trade,1298,149270.0,11941.6,137328.4,80605.8,56722.6,41.3
2024-06-01,FG-DW-LEM-500,GEO-W-002,DST-W-MT-01,Modern Trade,863,99245.0,11909.4,87335.6,53592.3,33743.3,38.64
2024-06-01,FG-DW-LEM-500,GEO-W-002,DST-W-EC-01,E-commerce,579,66585.0,9987.75,56597.25,35955.9,20641.35,36.47
2024-06-01,FG-DW-LEM-500,GEO-N-001,DST-N-GT-01,General Trade,1184,136160.0,10892.8,125267.2,73526.4,51740.8,41.3
2024-06-01,FG-DW-LEM-500,GEO-N-001,DST-N-MT-01,Modern Trade,855,98325.0,11799.0,86526.0,53095.5,33430.5,38.64
2024-06-01,FG-DW-LEM-500,GEO-N-001,DST-N-EC-01,E-commerce,558,64170.0,9625.5,54544.5,34651.8,19892.7,36.47
2024-06-01,FG-DW-LEM-500,GEO-N-002,DST-N-GT-01,General Trade,1229,141335.0,11306.8,130028.2,76320.9,53707.3,41.3
2024-06-01,FG-DW-LEM-500,GEO-N-002,DST-N-MT-01,Modern Trade,862,99130.0,11895.6,87234.4,53530.2,33704.2,38.64
2024-06-01,FG-DW-LEM-500,GEO-N-002,DST-N-EC-01,E-commerce,563,64745.0,9711.75,55033.25,34962.3,20070.95,36.47
2024-06-01,FG-DW-LEM-500,GEO-E-001,DST-E-GT-01,General Trade,1112,127880.0,10230.4,117649.6,69055.2,48594.4,41.3
2024-06-01,FG-DW-LEM-500,GEO-E-001,DST-E-MT-01,Modern Trade,736,84640.0,10156.8,74483.2,45705.6,28777.6,38.64
2024-06-01,FG-DW-LEM-500,GEO-E-001,DST-E-EC-01,E-commerce,466,53590.0,8038.5,45551.5,28938.6,16612.9,36.47
2024-06-01,FG-DW-LEM-500,GEO-E-002,DST-E-GT-01,General Trade,1021,117415.0,9393.2,108021.8,63404.1,44617.7,41.3
2024-06-01,FG-DW-LEM-500,GEO-E-002,DST-E-MT-01,Modern Trade,756,86940.0,10432.8,76507.2,46947.6,29559.6,38.64
2024-06-01,FG-DW-LEM-500,GEO-E-002,DST-E-EC-01,E-commerce,472,54280.0,8142.0,46138.0,29311.2,16826.8,36.47
2024-06-01,FG-DW-LEM-1L,GEO-S-001,DST-S-GT-01,General Trade,849,174045.0,13923.6,160121.4,93984.3,66137.1,41.3
2024-06-01,FG-DW-LEM-1L,GEO-S-001,DST-S-MT-01,Modern Trade,716,146780.0,17613.6,129166.4,79261.2,49905.2,38.64
2024-06-01,FG-DW-LEM-1L,GEO-S-001,DST-S-EC-01,E-commerce,431,88355.0,13253.25,75101.75,47711.7,27390.05,36.47
2024-06-01,FG-DW-LEM-1L,GEO-S-002,DST-S-GT-01,General Trade,860,176300.0,14104.0,162196.0,95202.0,66994.0,41.3
2024-06-01,FG-DW-LEM-1L,GEO-S-002,DST-S-MT-01,Modern Trade,680,139400.0,16728.0,122672.0,75276.0,47396.0,38.64
2024-06-01,FG-DW-LEM-1L,GEO-S-002,DST-S-EC-01,E-commerce,423,86715.0,13007.25,73707.75,46826.1,26881.65,36.47
2024-06-01,FG-DW-LEM-1L,GEO-W-001,DST-W-GT-01,General Trade,817,167485.0,13398.8,154086.2,90441.9,63644.3,41.3
2024-06-01,FG-DW-LEM-1L,GEO-W-001,DST-W-MT-01,Modern Trade,624,127920.0,15350.4,112569.6,69076.8,43492.8,38.64
2024-06-01,FG-DW-LEM-1L,GEO-W-001,DST-W-EC-01,E-commerce,376,77080.0,11562.0,65518.0,41623.2,23894.8,36.47
2024-06-01,FG-DW-LEM-1L,GEO-W-002,DST-W-GT-01,General Trade,837,171585.0,13726.8,157858.2,92655.9,65202.3,41.3
2024-06-01,FG-DW-LEM-1L,GEO-W-002,DST-W-MT-01,Modern Trade,657,134685.0,16162.2,118522.8,72729.9,45792.9,38.64
2024-06-01,FG-DW-LEM-1L,GEO-W-002,DST-W-EC-01,E-commerce,403,82615.0,12392.25,70222.75,44612.1,25610.65,36.47
2024-06-01,FG-DW-LEM-1L,GEO-N-001,DST-N-GT-01,General Trade,737,151085.0,12086.8,138998.2,81585.9,57412.3,41.3
2024-06-01,FG-DW-LEM-1L,GEO-N-001,DST-N-MT-01,Modern Trade,543,111315.0,13357.8,97957.2,60110.1,37847.1,38.64
2024-06-01,FG-DW-LEM-1L,GEO-N-001,DST-N-EC-01,E-commerce,353,72365.0,10854.75,61510.25,39077.1,22433.15,36.47
2024-06-01,FG-DW-LEM-1L,GEO-N-002,DST-N-GT-01,General Trade,741,151905.0,12152.4,139752.6,82028.7,57723.9,41.3
2024-06-01,FG-DW-LEM-1L,GEO-N-002,DST-N-MT-01,Modern Trade,546,111930.0,13431.6,98498.4,60442.2,38056.2,38.64
2024-06-01,FG-DW-LEM-1L,GEO-N-002,DST-N-EC-01,E-commerce,372,76260.0,11439.0,64821.0,41180.4,23640.6,36.47
2024-06-01,FG-DW-LEM-1L,GEO-E-001,DST-E-GT-01,General Trade,611,125255.0,10020.4,115234.6,67637.7,47596.9,41.3
2024-06-01,FG-DW-LEM-1L,GEO-E-001,DST-E-MT-01,Modern Trade,503,103115.0,12373.8,90741.2,55682.1,35059.1,38.64
2024-06-01,FG-DW-LEM-1L,GEO-E-001,DST-E-EC-01,E-commerce,311,63755.0,9563.25,54191.75,34427.7,19764.05,36.47
2024-06-01,FG-DW-LEM-1L,GEO-E-002,DST-E-GT-01,General Trade,667,136735.0,10938.8,125796.2,73836.9,51959.3,41.3
2024-06-01,FG-DW-LEM-1L,GEO-E-002,DST-E-MT-01,Modern Trade,464,95120.0,11414.4,83705.6,51364.8,32340.8,38.64
2024-06-01,FG-DW-LEM-1L,GEO-E-002,DST-E-EC-01,E-commerce,332,68060.0,10209.0,57851.0,36752.4,21098.6,36.47
2024-06-01,FG-SC-LAV-500,GEO-S-001,DST-S-GT-01,General Trade,1098,148230.0,11858.4,136371.6,83008.8,53362.8,39.13
2024-06-01,FG-SC-LAV-500,GEO-S-001,DST-S-MT-01,Modern Trade,804,108540.0,13024.8,95515.2,60782.4,34732.8,36.36
2024-06-01,FG-SC-LAV-500,GEO-S-001,DST-S-EC-01,E-commerce,472,63720.0,9558.0,54162.0,35683.2,18478.8,34.12
2024-06-01,FG-SC-LAV-500,GEO-S-002,DST-S-GT-01,General Trade,1081,145935.0,11674.8,134260.2,81723.6,52536.6,39.13
2024-06-01,FG-SC-LAV-500,GEO-S-002,DST-S-MT-01,Modern Trade,787,106245.0,12749.4,93495.6,59497.2,33998.4,36.36
2024-06-01,FG-SC-LAV-500,GEO-S-002,DST-S-EC-01,E-commerce,470,63450.0,9517.5,53932.5,35532.0,18400.5,34.12
2024-06-01,FG-SC-LAV-500,GEO-W-001,DST-W-GT-01,General Trade,973,131355.0,10508.4,120846.6,73558.8,47287.8,39.13
2024-06-01,FG-SC-LAV-500,GEO-W-001,DST-W-MT-01,Modern Trade,731,98685.0,11842.2,86842.8,55263.6,31579.2,36.36
2024-06-01,FG-SC-LAV-500,GEO-W-001,DST-W-EC-01,E-commerce,478,64530.0,9679.5,54850.5,36136.8,18713.7,34.12
2024-06-01,FG-SC-LAV-500,GEO-W-002,DST-W-GT-01,General Trade,981,132435.0,10594.8,121840.2,74163.6,47676.6,39.13
2024-06-01,FG-SC-LAV-500,GEO-W-002,DST-W-MT-01,Modern Trade,729,98415.0,11809.8,86605.2,55112.4,31492.8,36.36
2024-06-01,FG-SC-LAV-500,GEO-W-002,DST-W-EC-01,E-commerce,495,66825.0,10023.75,56801.25,37422.0,19379.25,34.12
2024-06-01,FG-SC-LAV-500,GEO-N-001,DST-N-GT-01,General Trade,927,125145.0,10011.6,115133.4,70081.2,45052.2,39.13
2024-06-01,FG-SC-LAV-500,GEO-N-001,DST-N-MT-01,Modern Trade,579,78165.0,9379.8,68785.2,43772.4,25012.8,36.36
2024-06-01,FG-SC-LAV-500,GEO-N-001,DST-N-EC-01,E-commerce,419,56565.0,8484.75,48080.25,31676.4,16403.85,34.12
2024-06-01,FG-SC-LAV-500,GEO-N-002,DST-N-GT-01,General Trade,878,118530.0,9482.4,109047.6,66376.8,42670.8,39.13
2024-06-01,FG-SC-LAV-500,GEO-N-002,DST-N-MT-01,Modern Trade,608,82080.0,9849.6,72230.4,45964.8,26265.6,36.36
2024-06-01,FG-SC-LAV-500,GEO-N-002,DST-N-EC-01,E-commerce,426,57510.0,8626.5,48883.5,32205.6,16677.9,34.12
2024-06-01,FG-SC-LAV-500,GEO-E-001,DST-E-GT-01,General Trade,814,109890.0,8791.2,101098.8,61538.4,39560.4,39.13
2024-06-01,FG-SC-LAV-500,GEO-E-001,DST-E-MT-01,Modern Trade,549,74115.0,8893.8,65221.2,41504.4,23716.8,36.36
2024-06-01,FG-SC-LAV-500,GEO-E-001,DST-E-EC-01,E-commerce,377,50895.0,7634.25,43260.75,28501.2,14759.55,34.12
2024-06-01,FG-SC-LAV-500,GEO-E-002,DST-E-GT-01,General Trade,747,100845.0,8067.6,92777.4,56473.2,36304.2,39.13
2024-06-01,FG-SC-LAV-500,GEO-E-002,DST-E-MT-01,Modern Trade,558,75330.0,9039.6,66290.4,42184.8,24105.6,36.36
2024-06-01,FG-SC-LAV-500,GEO-E-002,DST-E-EC-01,E-commerce,394,53190.0,7978.5,45211.5,29786.4,15425.1,34.12
2024-06-01,FG-SC-LAV-1L,GEO-S-001,DST-S-GT-01,General Trade,674,158390.0,12671.2,145718.8,88698.4,57020.4,39.13
2024-06-01,FG-SC-LAV-1L,GEO-S-001,DST-S-MT-01,Modern Trade,519,121965.0,14635.8,107329.2,68300.4,39028.8,36.36
2024-06-01,FG-SC-LAV-1L,GEO-S-001,DST-S-EC-01,E-commerce,306,71910.0,10786.5,61123.5,40269.6,20853.9,34.12
2024-06-01,FG-SC-LAV-1L,GEO-S-002,DST-S-GT-01,General Trade,740,173900.0,13912.0,159988.0,97384.0,62604.0,39.13
2024-06-01,FG-SC-LAV-1L,GEO-S-002,DST-S-MT-01,Modern Trade,522,122670.0,14720.4,107949.6,68695.2,39254.4,36.36
2024-06-01,FG-SC-LAV-1L,GEO-S-002,DST-S-EC-01,E-commerce,328,77080.0,11562.0,65518.0,43164.8,22353.2,34.12
2024-06-01,FG-SC-LAV-1L,GEO-W-001,DST-W-GT-01,General Trade,656,154160.0,12332.8,141827.2,86329.6,55497.6,39.13
2024-06-01,FG-SC-LAV-1L,GEO-W-001,DST-W-MT-01,Modern Trade,448,105280.0,12633.6,92646.4,58956.8,33689.6,36.36
2024-06-01,FG-SC-LAV-1L,GEO-W-001,DST-W-EC-01,E-commerce,323,75905.0,11385.75,64519.25,42506.8,22012.45,34.12
2024-06-01,FG-SC-LAV-1L,GEO-W-002,DST-W-GT-01,General Trade,633,148755.0,11900.4,136854.6,83302.8,53551.8,39.13
2024-06-01,FG-SC-LAV-1L,GEO-W-002,DST-W-MT-01,Modern Trade,471,110685.0,13282.2,97402.8,61983.6,35419.2,36.36
2024-06-01,FG-SC-LAV-1L,GEO-W-002,DST-W-EC-01,E-commerce,302,70970.0,10645.5,60324.5,39743.2,20581.3,34.12
2024-06-01,FG-SC-LAV-1L,GEO-N-001,DST-N-GT-01,General Trade,569,133715.0,10697.2,123017.8,74880.4,48137.4,39.13
2024-06-01,FG-SC-LAV-1L,GEO-N-001,DST-N-MT-01,Modern Trade,443,104105.0,12492.6,91612.4,58298.8,33313.6,36.36
2024-06-01,FG-SC-LAV-1L,GEO-N-001,DST-N-EC-01,E-commerce,282,66270.0,9940.5,56329.5,37111.2,19218.3,34.12
2024-06-01,FG-SC-LAV-1L,GEO-N-002,DST-N-GT-01,General Trade,597,140295.0,11223.6,129071.4,78565.2,50506.2,39.13
2024-06-01,FG-SC-LAV-1L,GEO-N-002,DST-N-MT-01,Modern Trade,431,101285.0,12154.2,89130.8,56719.6,32411.2,36.36
2024-06-01,FG-SC-LAV-1L,GEO-N-002,DST-N-EC-01,E-commerce,285,66975.0,10046.25,56928.75,37506.0,19422.75,34.12
2024-06-01,FG-SC-LAV-1L,GEO-E-001,DST-E-GT-01,General Trade,502,117970.0,9437.6,108532.4,66063.2,42469.2,39.13
2024-06-01,FG-SC-LAV-1L,GEO-E-001,DST-E-MT-01,Modern Trade,412,96820.0,11618.4,85201.6,54219.2,30982.4,36.36
2024-06-01,FG-SC-LAV-1L,GEO-E-001,DST-E-EC-01,E-commerce,230,54050.0,8107.5,45942.5,30268.0,15674.5,34.12
2024-06-01,FG-SC-LAV-1L,GEO-E-002,DST-E-GT-01,General Trade,537,126195.0,10095.6,116099.4,70669.2,45430.2,39.13
2024-06-01,FG-SC-LAV-1L,GEO-E-002,DST-E-MT-01,Modern Trade,399,93765.0,11251.8,82513.2,52508.4,30004.8,36.36
2024-06-01,FG-SC-LAV-1L,GEO-E-002,DST-E-EC-01,E-commerce,237,55695.0,8354.25,47340.75,31189.2,16151.55,34.12
2024-06-01,PH-HW-ALO-250,GEO-S-001,DST-S-GT-01,General Trade,1273,120935.0,9674.8,111260.2,60467.5,50792.7,45.65
2024-06-01,PH-HW-ALO-250,GEO-S-001,DST-S-MT-01,Modern Trade,900,85500.0,10260.0,75240.0,42750.0,32490.0,43.18
2024-06-01,PH-HW-ALO-250,GEO-S-001,DST-S-EC-01,E-commerce,583,55385.0,8307.75,47077.25,27692.5,19384.75,41.18
2024-06-01,PH-HW-ALO-250,GEO-S-002,DST-S-GT-01,General Trade,1170,111150.0,8892.0,102258.0,55575.0,46683.0,45.65
2024-06-01,PH-HW-ALO-250,GEO-S-002,DST-S-MT-01,Modern Trade,858,81510.0,9781.2,71728.8,40755.0,30973.8,43.18
2024-06-01,PH-HW-ALO-250,GEO-S-002,DST-S-EC-01,E-commerce,556,52820.0,7923.0,44897.0,26410.0,18487.0,41.18
2024-06-01,PH-HW-ALO-250,GEO-W-001,DST-W-GT-01,General Trade,1105,104975.0,8398.0,96577.0,52487.5,44089.5,45.65
2024-06-01,PH-HW-ALO-250,GEO-W-001,DST-W-MT-01,Modern Trade,851,80845.0,9701.4,71143.6,40422.5,30721.1,43.18
2024-06-01,PH-HW-ALO-250,GEO-W-001,DST-W-EC-01,E-commerce,526,49970.0,7495.5,42474.5,24985.0,17489.5,41.18
2024-06-01,PH-HW-ALO-250,GEO-W-002,DST-W-GT-01,General Trade,1049,99655.0,7972.4,91682.6,49827.5,41855.1,45.65
2024-06-01,PH-HW-ALO-250,GEO-W-002,DST-W-MT-01,Modern Trade,832,79040.0,9484.8,69555.2,39520.0,30035.2,43.18
2024-06-01,PH-HW-ALO-250,GEO-W-002,DST-W-EC-01,E-commerce,542,51490.0,7723.5,43766.5,25745.0,18021.5,41.18
2024-06-01,PH-HW-ALO-250,GEO-N-001,DST-N-GT-01,General Trade,1014,96330.0,7706.4,88623.6,48165.0,40458.6,45.65
2024-06-01,PH-HW-ALO-250,GEO-N-001,DST-N-MT-01,Modern Trade,753,71535.0,8584.2,62950.8,35767.5,27183.3,43.18
2024-06-01,PH-HW-ALO-250,GEO-N-001,DST-N-EC-01,E-commerce,469,44555.0,6683.25,37871.75,22277.5,15594.25,41.18
2024-06-01,PH-HW-ALO-250,GEO-N-002,DST-N-GT-01,General Trade,951,90345.0,7227.6,83117.4,45172.5,37944.9,45.65
2024-06-01,PH-HW-ALO-250,GEO-N-002,DST-N-MT-01,Modern Trade,706,67070.0,8048.4,59021.6,33535.0,25486.6,43.18
2024-06-01,PH-HW-ALO-250,GEO-N-002,DST-N-EC-01,E-commerce,443,42085.0,6312.75,35772.25,21042.5,14729.75,41.18
2024-06-01,PH-HW-ALO-250,GEO-E-001,DST-E-GT-01,General Trade,875,83125.0,6650.0,76475.0,41562.5,34912.5,45.65
2024-06-01,PH-HW-ALO-250,GEO-E-001,DST-E-MT-01,Modern Trade,639,60705.0,7284.6,53420.4,30352.5,23067.9,43.18
2024-06-01,PH-HW-ALO-250,GEO-E-001,DST-E-EC-01,E-commerce,409,38855.0,5828.25,33026.75,19427.5,13599.25,41.18
2024-06-01,PH-HW-ALO-250,GEO-E-002,DST-E-GT-01,General Trade,764,72580.0,5806.4,66773.6,36290.0,30483.6,45.65
