month,sku_id,geography_id,distributor_id,channel,opening_stock_units,received_units,units_sold,closing_stock_units,stockout_days,inventory_status
2024-04-01,FG-DW-LEM-1L,GEO-W-001,DST-W-EC-01,E-commerce,87,315,373,29,0,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-W-002,DST-W-GT-01,General Trade,282,705,840,147,0,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-W-002,DST-W-MT-01,Modern Trade,155,586,622,119,0,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-W-002,DST-W-EC-01,E-commerce,111,333,401,43,0,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-N-001,DST-N-GT-01,General Trade,237,758,798,197,1,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-N-001,DST-N-MT-01,Modern Trade,143,463,503,103,1,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-N-001,DST-N-EC-01,E-commerce,94,324,371,47,0,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-N-002,DST-N-GT-01,General Trade,165,724,809,80,1,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-N-002,DST-N-MT-01,Modern Trade,162,455,538,79,1,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-N-002,DST-N-EC-01,E-commerce,107,328,360,75,0,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-E-001,DST-E-GT-01,General Trade,208,671,648,231,1,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-E-001,DST-E-MT-01,Modern Trade,126,420,477,69,1,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-E-001,DST-E-EC-01,E-commerce,92,306,317,81,0,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-E-002,DST-E-GT-01,General Trade,175,589,706,58,1,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-E-002,DST-E-MT-01,Modern Trade,123,454,531,46,0,Healthy
2024-04-01,FG-DW-LEM-1L,GEO-E-002,DST-E-EC-01,E-commerce,107,260,316,51,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-S-001,DST-S-GT-01,General Trade,332,1188,1145,375,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-S-001,DST-S-MT-01,Modern Trade,220,772,788,204,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-S-001,DST-S-EC-01,E-commerce,135,509,547,97,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-S-002,DST-S-GT-01,General Trade,331,1066,1060,337,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-S-002,DST-S-MT-01,Modern Trade,275,716,791,200,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-S-002,DST-S-EC-01,E-commerce,150,504,518,136,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-W-001,DST-W-GT-01,General Trade,347,1109,1117,339,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-W-001,DST-W-MT-01,Modern Trade,191,735,758,168,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-W-001,DST-W-EC-01,E-commerce,112,442,462,92,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-W-002,DST-W-GT-01,General Trade,328,943,1029,242,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-W-002,DST-W-MT-01,Modern Trade,199,647,722,124,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-W-002,DST-W-EC-01,E-commerce,111,480,466,125,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-N-001,DST-N-GT-01,General Trade,230,973,932,271,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-N-001,DST-N-MT-01,Modern Trade,205,634,666,173,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-N-001,DST-N-EC-01,E-commerce,133,422,436,119,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-N-002,DST-N-GT-01,General Trade,302,854,899,257,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-N-002,DST-N-MT-01,Modern Trade,142,595,674,63,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-N-002,DST-N-EC-01,E-commerce,120,415,439,96,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-E-001,DST-E-GT-01,General Trade,211,661,728,144,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-E-001,DST-E-MT-01,Modern Trade,185,590,599,176,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-E-001,DST-E-EC-01,E-commerce,112,373,364,121,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-E-002,DST-E-GT-01,General Trade,256,630,743,143,1,Healthy
2024-04-01,FG-SC-LAV-500,GEO-E-002,DST-E-MT-01,Modern Trade,172,573,582,163,0,Healthy
2024-04-01,FG-SC-LAV-500,GEO-E-002,DST-E-EC-01,E-commerce,92,360,380,72,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-S-001,DST-S-GT-01,General Trade,174,702,682,194,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-S-001,DST-S-MT-01,Modern Trade,121,511,536,96,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-S-001,DST-S-EC-01,E-commerce,82,268,318,32,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-S-002,DST-S-GT-01,General Trade,194,593,690,97,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-S-002,DST-S-MT-01,Modern Trade,147,482,507,122,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-S-002,DST-S-EC-01,E-commerce,85,295,336,44,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-W-001,DST-W-GT-01,General Trade,226,626,660,192,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-W-001,DST-W-MT-01,Modern Trade,150,401,463,88,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-W-001,DST-W-EC-01,E-commerce,102,316,322,96,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-W-002,DST-W-GT-01,General Trade,226,578,654,150,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-W-002,DST-W-MT-01,Modern Trade,140,398,446,92,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-W-002,DST-W-EC-01,E-commerce,84,241,289,36,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-N-001,DST-N-GT-01,General Trade,119,493,592,20,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-N-001,DST-N-MT-01,Modern Trade,104,446,434,116,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-N-001,DST-N-EC-01,E-commerce,79,284,283,80,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-N-002,DST-N-GT-01,General Trade,184,539,592,131,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-N-002,DST-N-MT-01,Modern Trade,146,438,442,142,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-N-002,DST-N-EC-01,E-commerce,99,283,295,87,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-E-001,DST-E-GT-01,General Trade,139,509,497,151,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-E-001,DST-E-MT-01,Modern Trade,118,305,367,56,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-E-001,DST-E-EC-01,E-commerce,48,225,239,34,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-E-002,DST-E-GT-01,General Trade,182,432,526,88,0,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-E-002,DST-E-MT-01,Modern Trade,124,354,404,74,1,Healthy
2024-04-01,FG-SC-LAV-1L,GEO-E-002,DST-E-EC-01,E-commerce,63,202,245,20,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-S-001,DST-S-GT-01,General Trade,218,1014,1070,162,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-S-001,DST-S-MT-01,Modern Trade,285,736,820,201,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-S-001,DST-S-EC-01,E-commerce,150,465,552,63,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-S-002,DST-S-GT-01,General Trade,337,1021,1163,195,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-S-002,DST-S-MT-01,Modern Trade,253,889,866,276,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-S-002,DST-S-EC-01,E-commerce,134,497,572,59,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-W-001,DST-W-GT-01,General Trade,239,938,1093,84,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-W-001,DST-W-MT-01,Modern Trade,184,845,854,175,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-W-001,DST-W-EC-01,E-commerce,172,534,517,189,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-W-002,DST-W-GT-01,General Trade,245,898,1069,74,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-W-002,DST-W-MT-01,Modern Trade,196,869,835,230,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-W-002,DST-W-EC-01,E-commerce,128,447,499,76,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-N-001,DST-N-GT-01,General Trade,282,905,1020,167,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-N-001,DST-N-MT-01,Modern Trade,174,675,746,103,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-N-001,DST-N-EC-01,E-commerce,127,407,479,55,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-N-002,DST-N-GT-01,General Trade,351,910,1068,193,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-N-002,DST-N-MT-01,Modern Trade,209,662,725,146,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-N-002,DST-N-EC-01,E-commerce,105,461,522,44,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-E-001,DST-E-GT-01,General Trade,183,792,874,101,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-E-001,DST-E-MT-01,Modern Trade,191,642,619,214,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-E-001,DST-E-EC-01,E-commerce,112,417,424,105,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-E-002,DST-E-GT-01,General Trade,196,751,844,103,1,Healthy
2024-04-01,PH-HW-ALO-250,GEO-E-002,DST-E-MT-01,Modern Trade,177,635,633,179,0,Healthy
2024-04-01,PH-HW-ALO-250,GEO-E-002,DST-E-EC-01,E-commerce,101,451,430,122,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-S-001,DST-S-GT-01,General Trade,181,865,832,214,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-S-001,DST-S-MT-01,Modern Trade,191,589,587,193,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-S-001,DST-S-EC-01,E-commerce,94,392,406,80,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-S-002,DST-S-GT-01,General Trade,265,751,851,165,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-S-002,DST-S-MT-01,Modern Trade,145,570,637,78,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-S-002,DST-S-EC-01,E-commerce,114,404,399,119,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-W-001,DST-W-GT-01,General Trade,252,779,799,232,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-W-001,DST-W-MT-01,Modern Trade,141,465,518,88,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-W-001,DST-W-EC-01,E-commerce,84,295,359,20,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-W-002,DST-W-GT-01,General Trade,174,696,731,139,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-W-002,DST-W-MT-01,Modern Trade,118,497,563,52,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-W-002,DST-W-EC-01,E-commerce,105,337,355,87,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-N-001,DST-N-GT-01,General Trade,171,583,683,71,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-N-001,DST-N-MT-01,Modern Trade,157,534,547,144,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-N-001,DST-N-EC-01,E-commerce,92,330,328,94,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-N-002,DST-N-GT-01,General Trade,180,684,699,165,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-N-002,DST-N-MT-01,Modern Trade,118,489,504,103,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-N-002,DST-N-EC-01,E-commerce,67,344,331,80,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-E-001,DST-E-GT-01,General Trade,199,535,603,131,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-E-001,DST-E-MT-01,Modern Trade,112,420,454,78,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-E-001,DST-E-EC-01,E-commerce,99,270,303,66,1,Healthy
2024-04-01,PH-HW-ALO-500,GEO-E-002,DST-E-GT-01,General Trade,193,547,643,97,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-E-002,DST-E-MT-01,Modern Trade,119,403,452,70,0,Healthy
2024-04-01,PH-HW-ALO-500,GEO-E-002,DST-E-EC-01,E-commerce,65,259,296,28,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-S-001,DST-S-GT-01,General Trade,176,490,573,93,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-S-001,DST-S-MT-01,Modern Trade,136,441,443,134,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-S-001,DST-S-EC-01,E-commerce,64,304,299,69,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-S-002,DST-S-GT-01,General Trade,156,619,622,153,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-S-002,DST-S-MT-01,Modern Trade,139,429,448,120,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-S-002,DST-S-EC-01,E-commerce,93,314,299,108,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-W-001,DST-W-GT-01,General Trade,163,573,570,166,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-W-001,DST-W-MT-01,Modern Trade,143,451,434,160,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-W-001,DST-W-EC-01,E-commerce,62,233,272,23,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-W-002,DST-W-GT-01,General Trade,147,524,551,120,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-W-002,DST-W-MT-01,Modern Trade,134,434,420,148,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-W-002,DST-W-EC-01,E-commerce,73,205,237,41,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-N-001,DST-N-GT-01,General Trade,144,425,515,54,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-N-001,DST-N-MT-01,Modern Trade,90,318,321,87,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-N-001,DST-N-EC-01,E-commerce,68,205,227,46,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-N-002,DST-N-GT-01,General Trade,112,540,517,135,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-N-002,DST-N-MT-01,Modern Trade,130,343,383,90,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-N-002,DST-N-EC-01,E-commerce,62,227,232,57,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-E-001,DST-E-GT-01,General Trade,110,362,433,39,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-E-001,DST-E-MT-01,Modern Trade,83,311,348,46,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-E-001,DST-E-EC-01,E-commerce,47,204,210,41,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-E-002,DST-E-GT-01,General Trade,117,459,485,91,1,Healthy
2024-04-01,PH-BW-NEE-500,GEO-E-002,DST-E-MT-01,Modern Trade,90,331,330,91,0,Healthy
2024-04-01,PH-BW-NEE-500,GEO-E-002,DST-E-EC-01,E-commerce,48,222,217,53,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-S-001,DST-S-GT-01,General Trade,142,456,466,132,0,Healthy
2024-04-01,PH-HW-ROS-250,GEO-S-001,DST-S-MT-01,Modern Trade,82,268,326,24,0,Healthy
2024-04-01,PH-HW-ROS-250,GEO-S-001,DST-S-EC-01,E-commerce,70,194,202,62,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-S-002,DST-S-GT-01,General Trade,123,362,436,49,0,Healthy
2024-04-01,PH-HW-ROS-250,GEO-S-002,DST-S-MT-01,Modern Trade,73,312,324,61,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-S-002,DST-S-EC-01,E-commerce,63,193,199,57,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-W-001,DST-W-GT-01,General Trade,117,407,404,120,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-W-001,DST-W-MT-01,Modern Trade,89,288,293,84,0,Healthy
2024-04-01,PH-HW-ROS-250,GEO-W-001,DST-W-EC-01,E-commerce,49,176,203,22,0,Healthy
2024-04-01,PH-HW-ROS-250,GEO-W-002,DST-W-GT-01,General Trade,94,384,408,70,0,Healthy
2024-04-01,PH-HW-ROS-250,GEO-W-002,DST-W-MT-01,Modern Trade,66,290,298,58,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-W-002,DST-W-EC-01,E-commerce,40,174,195,19,0,Healthy
2024-04-01,PH-HW-ROS-250,GEO-N-001,DST-N-GT-01,General Trade,85,391,373,103,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-N-001,DST-N-MT-01,Modern Trade,66,243,281,28,0,Healthy
2024-04-01,PH-HW-ROS-250,GEO-N-001,DST-N-EC-01,E-commerce,44,164,171,37,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-N-002,DST-N-GT-01,General Trade,90,342,355,77,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-N-002,DST-N-MT-01,Modern Trade,78,290,286,82,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-N-002,DST-N-EC-01,E-commerce,43,172,175,40,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-E-001,DST-E-GT-01,General Trade,99,284,306,77,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-E-001,DST-E-MT-01,Modern Trade,81,212,245,48,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-E-001,DST-E-EC-01,E-commerce,51,152,159,44,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-E-002,DST-E-GT-01,General Trade,85,310,305,90,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-E-002,DST-E-MT-01,Modern Trade,71,229,243,57,1,Healthy
2024-04-01,PH-HW-ROS-250,GEO-E-002,DST-E-EC-01,E-commerce,43,165,160,48,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-S-001,DST-S-GT-01,General Trade,273,739,889,123,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-S-001,DST-S-MT-01,Modern Trade,215,629,665,179,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-S-001,DST-S-EC-01,E-commerce,81,377,397,61,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-S-002,DST-S-GT-01,General Trade,220,857,888,189,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-S-002,DST-S-MT-01,Modern Trade,216,578,641,153,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-S-002,DST-S-EC-01,E-commerce,139,340,412,67,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-W-001,DST-W-GT-01,General Trade,199,830,844,185,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-W-001,DST-W-MT-01,Modern Trade,165,621,639,147,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-W-001,DST-W-EC-01,E-commerce,123,416,420,119,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-W-002,DST-W-GT-01,General Trade,183,736,859,60,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-W-002,DST-W-MT-01,Modern Trade,132,622,601,153,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-W-002,DST-W-EC-01,E-commerce,127,336,397,66,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-N-001,DST-N-GT-01,General Trade,218,659,763,114,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-N-001,DST-N-MT-01,Modern Trade,132,556,550,138,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-N-001,DST-N-EC-01,E-commerce,79,346,357,68,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-N-002,DST-N-GT-01,General Trade,232,641,765,108,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-N-002,DST-N-MT-01,Modern Trade,184,528,546,166,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-N-002,DST-N-EC-01,E-commerce,103,353,345,111,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-E-001,DST-E-GT-01,General Trade,174,602,639,137,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-E-001,DST-E-MT-01,Modern Trade,104,494,493,105,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-E-001,DST-E-EC-01,E-commerce,68,284,312,40,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-E-002,DST-E-GT-01,General Trade,159,600,658,101,0,Healthy
2024-04-01,NB-GR-CHO-250,GEO-E-002,DST-E-MT-01,Modern Trade,145,440,494,91,1,Healthy
2024-04-01,NB-GR-CHO-250,GEO-E-002,DST-E-EC-01,E-commerce,101,320,307,114,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-S-001,DST-S-GT-01,General Trade,180,601,671,110,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-S-001,DST-S-MT-01,Modern Trade,101,445,489,57,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-S-001,DST-S-EC-01,E-commerce,101,293,297,97,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-S-002,DST-S-GT-01,General Trade,238,632,688,182,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-S-002,DST-S-MT-01,Modern Trade,114,433,472,75,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-S-002,DST-S-EC-01,E-commerce,97,264,292,69,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-W-001,DST-W-GT-01,General Trade,174,528,581,121,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-W-001,DST-W-MT-01,Modern Trade,127,401,430,98,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-W-001,DST-W-EC-01,E-commerce,64,299,291,72,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-W-002,DST-W-GT-01,General Trade,145,612,599,158,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-W-002,DST-W-MT-01,Modern Trade,92,394,442,44,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-W-002,DST-W-EC-01,E-commerce,75,277,298,54,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-N-001,DST-N-GT-01,General Trade,133,473,557,49,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-N-001,DST-N-MT-01,Modern Trade,92,428,412,108,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-N-001,DST-N-EC-01,E-commerce,77,250,268,59,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-N-002,DST-N-GT-01,General Trade,172,480,563,89,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-N-002,DST-N-MT-01,Modern Trade,90,362,373,79,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-N-002,DST-N-EC-01,E-commerce,82,267,260,89,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-E-001,DST-E-GT-01,General Trade,142,379,440,81,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-E-001,DST-E-MT-01,Modern Trade,81,358,358,81,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-E-001,DST-E-EC-01,E-commerce,78,240,232,86,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-E-002,DST-E-GT-01,General Trade,164,474,503,135,0,Healthy
2024-04-01,NB-GR-HON-500,GEO-E-002,DST-E-MT-01,Modern Trade,121,354,374,101,1,Healthy
2024-04-01,NB-GR-HON-500,GEO-E-002,DST-E-EC-01,E-commerce,50,243,234,59,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-S-001,DST-S-GT-01,General Trade,139,475,527,87,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-S-001,DST-S-MT-01,Modern Trade,104,421,406,119,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-S-001,DST-S-EC-01,E-commerce,53,214,253,14,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-S-002,DST-S-GT-01,General Trade,152,457,538,71,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-S-002,DST-S-MT-01,Modern Trade,85,361,414,32,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-S-002,DST-S-EC-01,E-commerce,51,220,253,18,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-W-001,DST-W-GT-01,General Trade,161,526,517,170,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-W-001,DST-W-MT-01,Modern Trade,98,340,381,57,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-W-001,DST-W-EC-01,E-commerce,81,230,231,80,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-W-002,DST-W-GT-01,General Trade,124,466,521,69,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-W-002,DST-W-MT-01,Modern Trade,106,360,381,85,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-W-002,DST-W-EC-01,E-commerce,83,230,242,71,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-N-001,DST-N-GT-01,General Trade,127,383,441,69,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-N-001,DST-N-MT-01,Modern Trade,101,274,325,50,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-N-001,DST-N-EC-01,E-commerce,62,208,214,56,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-N-002,DST-N-GT-01,General Trade,107,475,465,117,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-N-002,DST-N-MT-01,Modern Trade,87,273,324,36,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-N-002,DST-N-EC-01,E-commerce,51,196,222,25,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-E-001,DST-E-GT-01,General Trade,104,376,379,101,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-E-001,DST-E-MT-01,Modern Trade,102,251,293,60,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-E-001,DST-E-EC-01,E-commerce,56,198,192,62,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-E-002,DST-E-GT-01,General Trade,130,431,438,123,1,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-E-002,DST-E-MT-01,Modern Trade,61,229,279,11,0,Healthy
2024-04-01,NB-PB-CHO-6P,GEO-E-002,DST-E-EC-01,E-commerce,43,183,203,23,0,Healthy
2024-05-01,FG-DW-LEM-500,GEO-S-001,DST-S-GT-01,General Trade,323,1426,1383,366,0,Healthy
2024-05-01,FG-DW-LEM-500,GEO-S-001,DST-S-MT-01,Modern Trade,334,1018,1034,318,1,Healthy
2024-05-01,FG-DW-LEM-500,GEO-S-001,DST-S-EC-01,E-commerce,148,551,663,36,1,Healthy
2024-05-01,FG-DW-LEM-500,GEO-S-002,DST-S-GT-01,General Trade,415,1266,1399,282,1,Healthy
2024-05-01,FG-DW-LEM-500,GEO-S-002,DST-S-MT-01,Modern Trade,274,943,1011,206,1,Healthy
2024-05-01,FG-DW-LEM-500,GEO-S-002,DST-S-EC-01,E-commerce,172,640,698,114,0,Healthy
2024-05-01,FG-DW-LEM-500,GEO-W-001,DST-W-GT-01,General Trade,365,1306,1256,415,0,Healthy
